a1,a2,a3,a4,a5,a6,a7,class
still,bragged,about,getting,STR,50,a,VBG
bragged,about,getting,STR,50,a,date,STR
about,getting,STR,50,a,date,PERIOD,CD
getting,STR,50,a,date,PERIOD,_,DT
STR,50,a,date,PERIOD,_,_,NN
50,a,date,PERIOD,_,_,_,PERIOD
_,_,_,Newspapers,COMMA,including,this,NNS
_,_,Newspapers,COMMA,including,this,one,COMMA
_,Newspapers,COMMA,including,this,one,COMMA,VBG
Newspapers,COMMA,including,this,one,COMMA,have,DT
COMMA,including,this,one,COMMA,have,generally,CD
including,this,one,COMMA,have,generally,ignored,COMMA
this,one,COMMA,have,generally,ignored,his,VBP
one,COMMA,have,generally,ignored,his,news,RB
COMMA,have,generally,ignored,his,news,releases,VBN
have,generally,ignored,his,news,releases,PERIOD,PRPSTR
generally,ignored,his,news,releases,PERIOD,_,NN
ignored,his,news,releases,PERIOD,_,_,NNS
his,news,releases,PERIOD,_,_,_,PERIOD
_,_,_,Over,the,rapidly-diminishing,outline,IN
_,_,Over,the,rapidly-diminishing,outline,of,DT
_,Over,the,rapidly-diminishing,outline,of,a,JJ
Over,the,rapidly-diminishing,outline,of,a,jump,NN
the,rapidly-diminishing,outline,of,a,jump,seat,IN
rapidly-diminishing,outline,of,a,jump,seat,piled,DT
outline,of,a,jump,seat,piled,high,NN
of,a,jump,seat,piled,high,with,NN
a,jump,seat,piled,high,with,luggage,VBN
jump,seat,piled,high,with,luggage,Herry,RB
seat,piled,high,with,luggage,Herry,SQs,IN
piled,high,with,luggage,Herry,SQs,black,NN
high,with,luggage,Herry,SQs,black,brushcut,NNP
with,luggage,Herry,SQs,black,brushcut,was,POS
luggage,Herry,SQs,black,brushcut,was,just,JJ
Herry,SQs,black,brushcut,was,just,discernible,NN
SQs,black,brushcut,was,just,discernible,COMMA,VBD
black,brushcut,was,just,discernible,COMMA,near,RB
brushcut,was,just,discernible,COMMA,near,COMMA,JJ
was,just,discernible,COMMA,near,COMMA,or,COMMA
just,discernible,COMMA,near,COMMA,or,enviably,JJ
discernible,COMMA,near,COMMA,or,enviably,near,COMMA
COMMA,near,COMMA,or,enviably,near,that,CC
near,COMMA,or,enviably,near,that,spot,RB
COMMA,or,enviably,near,that,spot,where,IN
or,enviably,near,that,spot,where,--,DT
enviably,near,that,spot,where,--,hidden,NN
near,that,spot,where,--,hidden,--,WRB
that,spot,where,--,hidden,--,more,COLON
spot,where,--,hidden,--,more,delicately-textured,VBN
where,--,hidden,--,more,delicately-textured,COMMA,COLON
--,hidden,--,more,delicately-textured,COMMA,most,RBR
hidden,--,more,delicately-textured,COMMA,most,beautifully,JJ
--,more,delicately-textured,COMMA,most,beautifully,tinted,COMMA
more,delicately-textured,COMMA,most,beautifully,tinted,hair,RBS
delicately-textured,COMMA,most,beautifully,tinted,hair,must,RB
COMMA,most,beautifully,tinted,hair,must,still,VBN
most,beautifully,tinted,hair,must,still,be,NN
beautifully,tinted,hair,must,still,be,streaming,MD
tinted,hair,must,still,be,streaming,back,RB
hair,must,still,be,streaming,back,in,VB
must,still,be,streaming,back,in,cool,VBG
still,be,streaming,back,in,cool,COMMA,RB
be,streaming,back,in,cool,COMMA,oh,IN
streaming,back,in,cool,COMMA,oh,cool,JJ
back,in,cool,COMMA,oh,cool,wind,COMMA
in,cool,COMMA,oh,cool,wind,sweetly,UH
cool,COMMA,oh,cool,wind,sweetly,perfumed,JJ
COMMA,oh,cool,wind,sweetly,perfumed,with,NN
oh,cool,wind,sweetly,perfumed,with,sagebrush,RB
cool,wind,sweetly,perfumed,with,sagebrush,and,VBN
wind,sweetly,perfumed,with,sagebrush,and,yucca,IN
sweetly,perfumed,with,sagebrush,and,yucca,flowers,NN
perfumed,with,sagebrush,and,yucca,flowers,and,CC
with,sagebrush,and,yucca,flowers,and,engine,NN
sagebrush,and,yucca,flowers,and,engine,fumes,NNS
and,yucca,flowers,and,engine,fumes,PERIOD,CC
yucca,flowers,and,engine,fumes,PERIOD,_,NN
flowers,and,engine,fumes,PERIOD,_,_,NNS
and,engine,fumes,PERIOD,_,_,_,PERIOD
_,_,_,The,key,UPERIODSPERIOD,and,DT
_,_,The,key,UPERIODSPERIOD,and,foreign,JJ
_,The,key,UPERIODSPERIOD,and,foreign,annual,NNP
The,key,UPERIODSPERIOD,and,foreign,annual,interest,CC
key,UPERIODSPERIOD,and,foreign,annual,interest,rates,JJ
UPERIODSPERIOD,and,foreign,annual,interest,rates,below,JJ
and,foreign,annual,interest,rates,below,are,NN
foreign,annual,interest,rates,below,are,a,NNS
annual,interest,rates,below,are,a,guide,RB
interest,rates,below,are,a,guide,to,VBP
rates,below,are,a,guide,to,general,DT
below,are,a,guide,to,general,levels,NN
are,a,guide,to,general,levels,but,TO
a,guide,to,general,levels,but,do,JJ
guide,to,general,levels,but,do,nSQt,NNS
to,general,levels,but,do,nSQt,always,CC
general,levels,but,do,nSQt,always,represent,VBP
levels,but,do,nSQt,always,represent,actual,RB
but,do,nSQt,always,represent,actual,transactions,RB
do,nSQt,always,represent,actual,transactions,PERIOD,VB
nSQt,always,represent,actual,transactions,PERIOD,_,JJ
always,represent,actual,transactions,PERIOD,_,_,NNS
represent,actual,transactions,PERIOD,_,_,_,PERIOD
_,_,_,Inside,the,lobby,COMMA,IN
_,_,Inside,the,lobby,COMMA,people,DT
_,Inside,the,lobby,COMMA,people,were,NN
Inside,the,lobby,COMMA,people,were,standing,COMMA
the,lobby,COMMA,people,were,standing,around,NNS
lobby,COMMA,people,were,standing,around,COMMA,VBD
COMMA,people,were,standing,around,COMMA,talking,VBG
people,were,standing,around,COMMA,talking,excitedly,RB
were,standing,around,COMMA,talking,excitedly,PERIOD,COMMA
standing,around,COMMA,talking,excitedly,PERIOD,_,VBG
around,COMMA,talking,excitedly,PERIOD,_,_,RB
COMMA,talking,excitedly,PERIOD,_,_,_,PERIOD
_,_,_,How,long,COMMA,buddy,WRB
_,_,How,long,COMMA,buddy,DQ,JJ
_,How,long,COMMA,buddy,DQ,?,COMMA
How,long,COMMA,buddy,DQ,?,?,NN
long,COMMA,buddy,DQ,?,?,_,DQ
COMMA,buddy,DQ,?,?,_,_,PERIOD
buddy,DQ,?,?,_,_,_,PERIOD
_,_,_,The,main,sensation,COMMA,DT
_,_,The,main,sensation,COMMA,besides,JJ
_,The,main,sensation,COMMA,besides,feeling,NN
The,main,sensation,COMMA,besides,feeling,like,COMMA
main,sensation,COMMA,besides,feeling,like,a,IN
sensation,COMMA,besides,feeling,like,a,puppet,NN
COMMA,besides,feeling,like,a,puppet,jerked,IN
besides,feeling,like,a,puppet,jerked,with,DT
feeling,like,a,puppet,jerked,with,invisible,NN
like,a,puppet,jerked,with,invisible,strings,VBN
a,puppet,jerked,with,invisible,strings,COMMA,IN
puppet,jerked,with,invisible,strings,COMMA,is,JJ
jerked,with,invisible,strings,COMMA,is,DBQ,NNS
with,invisible,strings,COMMA,is,DBQ,like,COMMA
invisible,strings,COMMA,is,DBQ,like,a,VBZ
strings,COMMA,is,DBQ,like,a,rap,DBQ
COMMA,is,DBQ,like,a,rap,on,IN
is,DBQ,like,a,rap,on,the,DT
DBQ,like,a,rap,on,the,head,NN
like,a,rap,on,the,head,COMMA,IN
a,rap,on,the,head,COMMA,DQ,DT
rap,on,the,head,COMMA,DQ,says,NN
on,the,head,COMMA,DQ,says,Sam,COMMA
the,head,COMMA,DQ,says,Sam,Bridgers,DQ
head,COMMA,DQ,says,Sam,Bridgers,COMMA,VBZ
COMMA,DQ,says,Sam,Bridgers,COMMA,a,NNP
DQ,says,Sam,Bridgers,COMMA,a,neurologist,NNP
says,Sam,Bridgers,COMMA,a,neurologist,who,COMMA
Sam,Bridgers,COMMA,a,neurologist,who,has,DT
Bridgers,COMMA,a,neurologist,who,has,studied,NN
COMMA,a,neurologist,who,has,studied,the,WP
a,neurologist,who,has,studied,the,brain,VBZ
neurologist,who,has,studied,the,brain,stimulators,VBN
who,has,studied,the,brain,stimulators,at,DT
has,studied,the,brain,stimulators,at,Yale,NN
studied,the,brain,stimulators,at,Yale,University,NNS
the,brain,stimulators,at,Yale,University,PERIOD,IN
brain,stimulators,at,Yale,University,PERIOD,_,NNP
stimulators,at,Yale,University,PERIOD,_,_,NNP
at,Yale,University,PERIOD,_,_,_,PERIOD
_,_,_,Bond,mutual,funds,offer,NN
_,_,Bond,mutual,funds,offer,diversification,JJ
_,Bond,mutual,funds,offer,diversification,and,NNS
Bond,mutual,funds,offer,diversification,and,are,VBP
mutual,funds,offer,diversification,and,are,easy,NN
funds,offer,diversification,and,are,easy,to,CC
offer,diversification,and,are,easy,to,buy,VBP
diversification,and,are,easy,to,buy,and,JJ
and,are,easy,to,buy,and,sell,TO
are,easy,to,buy,and,sell,PERIOD,VB
easy,to,buy,and,sell,PERIOD,_,CC
to,buy,and,sell,PERIOD,_,_,VB
buy,and,sell,PERIOD,_,_,_,PERIOD
_,_,_,NATO,defense,ministers,opened,NNP
_,_,NATO,defense,ministers,opened,a,NN
_,NATO,defense,ministers,opened,a,two-day,NNS
NATO,defense,ministers,opened,a,two-day,meeting,VBD
defense,ministers,opened,a,two-day,meeting,in,DT
ministers,opened,a,two-day,meeting,in,Portugal,JJ
opened,a,two-day,meeting,in,Portugal,to,NN
a,two-day,meeting,in,Portugal,to,assess,IN
two-day,meeting,in,Portugal,to,assess,the,NNP
meeting,in,Portugal,to,assess,the,alliance,TO
in,Portugal,to,assess,the,alliance,SQs,VB
Portugal,to,assess,the,alliance,SQs,nuclear-weapons,DT
to,assess,the,alliance,SQs,nuclear-weapons,needs,NN
assess,the,alliance,SQs,nuclear-weapons,needs,amid,POS
the,alliance,SQs,nuclear-weapons,needs,amid,reduced,JJ
alliance,SQs,nuclear-weapons,needs,amid,reduced,East-West,NNS
SQs,nuclear-weapons,needs,amid,reduced,East-West,tensions,IN
nuclear-weapons,needs,amid,reduced,East-West,tensions,PERIOD,VBN
needs,amid,reduced,East-West,tensions,PERIOD,_,NNP
amid,reduced,East-West,tensions,PERIOD,_,_,NNS
reduced,East-West,tensions,PERIOD,_,_,_,PERIOD
_,_,_,His,interest,in,the,PRPSTR
_,_,His,interest,in,the,natural,NN
_,His,interest,in,the,natural,environment,IN
His,interest,in,the,natural,environment,dates,DT
interest,in,the,natural,environment,dates,from,JJ
in,the,natural,environment,dates,from,his,NN
the,natural,environment,dates,from,his,youth,VBZ
natural,environment,dates,from,his,youth,PERIOD,IN
environment,dates,from,his,youth,PERIOD,_,PRPSTR
dates,from,his,youth,PERIOD,_,_,NN
from,his,youth,PERIOD,_,_,_,PERIOD
_,_,_,But,it,is,not,CC
_,_,But,it,is,not,really,PRP
_,But,it,is,not,really,only,VBZ
But,it,is,not,really,only,a,RB
it,is,not,really,only,a,conversation,RB
is,not,really,only,a,conversation,PERIOD,RB
not,really,only,a,conversation,PERIOD,_,DT
really,only,a,conversation,PERIOD,_,_,NN
only,a,conversation,PERIOD,_,_,_,PERIOD
_,_,_,DBQ,I,SQm,not,DBQ
_,_,DBQ,I,SQm,not,that,PRP
_,DBQ,I,SQm,not,that,anxious,VBP
DBQ,I,SQm,not,that,anxious,COMMA,RB
I,SQm,not,that,anxious,COMMA,but,RB
SQm,not,that,anxious,COMMA,but,maybe,JJ
not,that,anxious,COMMA,but,maybe,that,COMMA
that,anxious,COMMA,but,maybe,that,SQs,CC
anxious,COMMA,but,maybe,that,SQs,why,RB
COMMA,but,maybe,that,SQs,why,you,DT
but,maybe,that,SQs,why,you,SQre,VBZ
maybe,that,SQs,why,you,SQre,so,WRB
that,SQs,why,you,SQre,so,fair,PRP
SQs,why,you,SQre,so,fair,DQ,VBP
why,you,SQre,so,fair,DQ,PERIOD,RB
you,SQre,so,fair,DQ,PERIOD,_,JJ
SQre,so,fair,DQ,PERIOD,_,_,DQ
so,fair,DQ,PERIOD,_,_,_,PERIOD
_,_,_,She,was,only,ten,PRP
_,_,She,was,only,ten,months,VBD
_,She,was,only,ten,months,older,RB
She,was,only,ten,months,older,than,CD
was,only,ten,months,older,than,he,NNS
only,ten,months,older,than,he,PERIOD,JJR
ten,months,older,than,he,PERIOD,_,IN
months,older,than,he,PERIOD,_,_,PRP
older,than,he,PERIOD,_,_,_,PERIOD
_,_,_,To,this,effect,I,TO
_,_,To,this,effect,I,had,DT
_,To,this,effect,I,had,already,NN
To,this,effect,I,had,already,severed,PRP
this,effect,I,had,already,severed,all,VBD
effect,I,had,already,severed,all,connections,RB
I,had,already,severed,all,connections,which,VBN
had,already,severed,all,connections,which,bound,DT
already,severed,all,connections,which,bound,me,NNS
severed,all,connections,which,bound,me,to,WDT
all,connections,which,bound,me,to,my,VBD
connections,which,bound,me,to,my,former,PRP
which,bound,me,to,my,former,existence,TO
bound,me,to,my,former,existence,PERIOD,PRPSTR
me,to,my,former,existence,PERIOD,_,JJ
to,my,former,existence,PERIOD,_,_,NN
my,former,existence,PERIOD,_,_,_,PERIOD
_,_,_,Gasoline,futures,continued,a,NN
_,_,Gasoline,futures,continued,a,sell-off,NNS
_,Gasoline,futures,continued,a,sell-off,that,VBD
Gasoline,futures,continued,a,sell-off,that,began,DT
futures,continued,a,sell-off,that,began,Monday,NN
continued,a,sell-off,that,began,Monday,PERIOD,WDT
a,sell-off,that,began,Monday,PERIOD,_,VBD
sell-off,that,began,Monday,PERIOD,_,_,NNP
that,began,Monday,PERIOD,_,_,_,PERIOD
_,_,_,Canadian,Indians,are,taking,NNP
_,_,Canadian,Indians,are,taking,five,NNPS
_,Canadian,Indians,are,taking,five,countries,VBP
Canadian,Indians,are,taking,five,countries,to,VBG
Indians,are,taking,five,countries,to,court,CD
are,taking,five,countries,to,court,in,NNS
taking,five,countries,to,court,in,a,TO
five,countries,to,court,in,a,bid,NN
countries,to,court,in,a,bid,to,IN
to,court,in,a,bid,to,stop,DT
court,in,a,bid,to,stop,low,NN
in,a,bid,to,stop,low,military,TO
a,bid,to,stop,low,military,flights,VB
bid,to,stop,low,military,flights,over,JJ
to,stop,low,military,flights,over,their,JJ
stop,low,military,flights,over,their,homes,NNS
low,military,flights,over,their,homes,COMMA,IN
military,flights,over,their,homes,COMMA,the,PRPSTR
flights,over,their,homes,COMMA,the,Dutch,NNS
over,their,homes,COMMA,the,Dutch,Defense,COMMA
their,homes,COMMA,the,Dutch,Defense,Ministry,DT
homes,COMMA,the,Dutch,Defense,Ministry,said,NNP
COMMA,the,Dutch,Defense,Ministry,said,PERIOD,NNP
the,Dutch,Defense,Ministry,said,PERIOD,_,NNP
Dutch,Defense,Ministry,said,PERIOD,_,_,VBD
Defense,Ministry,said,PERIOD,_,_,_,PERIOD
_,_,_,The,trade,and,CBI,DT
_,_,The,trade,and,CBI,reports,NN
_,The,trade,and,CBI,reports,refocused,CC
The,trade,and,CBI,reports,refocused,attention,NNP
trade,and,CBI,reports,refocused,attention,on,NNS
and,CBI,reports,refocused,attention,on,high,VBD
CBI,reports,refocused,attention,on,high,interest,NN
reports,refocused,attention,on,high,interest,rates,IN
refocused,attention,on,high,interest,rates,and,JJ
attention,on,high,interest,rates,and,corporate,NN
on,high,interest,rates,and,corporate,profitability,NNS
high,interest,rates,and,corporate,profitability,and,CC
interest,rates,and,corporate,profitability,and,helped,JJ
rates,and,corporate,profitability,and,helped,rekindle,NN
and,corporate,profitability,and,helped,rekindle,underlying,CC
corporate,profitability,and,helped,rekindle,underlying,concerns,VBD
profitability,and,helped,rekindle,underlying,concerns,over,VB
and,helped,rekindle,underlying,concerns,over,prospects,JJ
helped,rekindle,underlying,concerns,over,prospects,for,NNS
rekindle,underlying,concerns,over,prospects,for,a,IN
underlying,concerns,over,prospects,for,a,recession,NNS
concerns,over,prospects,for,a,recession,in,IN
over,prospects,for,a,recession,in,the,DT
prospects,for,a,recession,in,the,UPERIODKPERIOD,NN
for,a,recession,in,the,UPERIODKPERIOD,COMMA,IN
a,recession,in,the,UPERIODKPERIOD,COMMA,dealers,DT
recession,in,the,UPERIODKPERIOD,COMMA,dealers,said,NNP
in,the,UPERIODKPERIOD,COMMA,dealers,said,PERIOD,COMMA
the,UPERIODKPERIOD,COMMA,dealers,said,PERIOD,_,NNS
UPERIODKPERIOD,COMMA,dealers,said,PERIOD,_,_,VBD
COMMA,dealers,said,PERIOD,_,_,_,PERIOD
_,_,_,In,a,separate,speech,IN
_,_,In,a,separate,speech,prepared,DT
_,In,a,separate,speech,prepared,for,JJ
In,a,separate,speech,prepared,for,delivery,NN
a,separate,speech,prepared,for,delivery,at,VBN
separate,speech,prepared,for,delivery,at,the,IN
speech,prepared,for,delivery,at,the,dinner,NN
prepared,for,delivery,at,the,dinner,COMMA,IN
for,delivery,at,the,dinner,COMMA,Robin,DT
delivery,at,the,dinner,COMMA,Robin,Leigh-Pemberton,NN
at,the,dinner,COMMA,Robin,Leigh-Pemberton,COMMA,COMMA
the,dinner,COMMA,Robin,Leigh-Pemberton,COMMA,Bank,NNP
dinner,COMMA,Robin,Leigh-Pemberton,COMMA,Bank,of,NNP
COMMA,Robin,Leigh-Pemberton,COMMA,Bank,of,England,COMMA
Robin,Leigh-Pemberton,COMMA,Bank,of,England,governor,NNP
Leigh-Pemberton,COMMA,Bank,of,England,governor,COMMA,IN
COMMA,Bank,of,England,governor,COMMA,conceded,NNP
Bank,of,England,governor,COMMA,conceded,that,NN
of,England,governor,COMMA,conceded,that,DBQ,COMMA
England,governor,COMMA,conceded,that,DBQ,demand,VBD
governor,COMMA,conceded,that,DBQ,demand,pressures,IN
COMMA,conceded,that,DBQ,demand,pressures,were,DBQ
conceded,that,DBQ,demand,pressures,were,even,NN
that,DBQ,demand,pressures,were,even,more,NNS
DBQ,demand,pressures,were,even,more,buoyant,VBD
demand,pressures,were,even,more,buoyant,than,RB
pressures,were,even,more,buoyant,than,had,RBR
were,even,more,buoyant,than,had,been,JJ
even,more,buoyant,than,had,been,appreciated,IN
more,buoyant,than,had,been,appreciated,DQ,VBD
buoyant,than,had,been,appreciated,DQ,when,VBN
than,had,been,appreciated,DQ,when,the,VBN
had,been,appreciated,DQ,when,the,British,DQ
been,appreciated,DQ,when,the,British,economy,WRB
appreciated,DQ,when,the,British,economy,was,DT
DQ,when,the,British,economy,was,heating,JJ
when,the,British,economy,was,heating,up,NN
the,British,economy,was,heating,up,last,VBD
British,economy,was,heating,up,last,year,VBG
economy,was,heating,up,last,year,PERIOD,RP
was,heating,up,last,year,PERIOD,_,JJ
heating,up,last,year,PERIOD,_,_,NN
up,last,year,PERIOD,_,_,_,PERIOD
_,_,_,Each,defendant,faces,a,DT
_,_,Each,defendant,faces,a,possible,NN
_,Each,defendant,faces,a,possible,sentence,VBZ
Each,defendant,faces,a,possible,sentence,of,DT
defendant,faces,a,possible,sentence,of,20,JJ
faces,a,possible,sentence,of,20,years,NN
a,possible,sentence,of,20,years,in,IN
possible,sentence,of,20,years,in,prison,CD
sentence,of,20,years,in,prison,and,NNS
of,20,years,in,prison,and,STR,IN
20,years,in,prison,and,STR,250COMMA000,NN
years,in,prison,and,STR,250COMMA000,in,CC
in,prison,and,STR,250COMMA000,in,fines,STR
prison,and,STR,250COMMA000,in,fines,PERIOD,CD
and,STR,250COMMA000,in,fines,PERIOD,_,IN
STR,250COMMA000,in,fines,PERIOD,_,_,NNS
250COMMA000,in,fines,PERIOD,_,_,_,PERIOD
_,_,_,She,has,nSQt,played,PRP
_,_,She,has,nSQt,played,any,VBZ
_,She,has,nSQt,played,any,music,RB
She,has,nSQt,played,any,music,since,VBN
has,nSQt,played,any,music,since,the,DT
nSQt,played,any,music,since,the,earthquake,NN
played,any,music,since,the,earthquake,hit,IN
any,music,since,the,earthquake,hit,COMMA,DT
music,since,the,earthquake,hit,COMMA,out,NN
since,the,earthquake,hit,COMMA,out,of,VB
the,earthquake,hit,COMMA,out,of,respect,COMMA
earthquake,hit,COMMA,out,of,respect,for,IN
hit,COMMA,out,of,respect,for,those,IN
COMMA,out,of,respect,for,those,who,NN
out,of,respect,for,those,who,died,IN
of,respect,for,those,who,died,on,DT
respect,for,those,who,died,on,Interstate,WP
for,those,who,died,on,Interstate,880,VBD
those,who,died,on,Interstate,880,where,IN
who,died,on,Interstate,880,where,the,NNP
died,on,Interstate,880,where,the,roadway,CD
on,Interstate,880,where,the,roadway,collapsed,WRB
Interstate,880,where,the,roadway,collapsed,PERIOD,DT
880,where,the,roadway,collapsed,PERIOD,_,NN
where,the,roadway,collapsed,PERIOD,_,_,VBD
the,roadway,collapsed,PERIOD,_,_,_,PERIOD
_,_,_,But,the,simplicity,may,CC
_,_,But,the,simplicity,may,be,DT
_,But,the,simplicity,may,be,misleading,NN
But,the,simplicity,may,be,misleading,PERIOD,MD
the,simplicity,may,be,misleading,PERIOD,_,VB
simplicity,may,be,misleading,PERIOD,_,_,VBG
may,be,misleading,PERIOD,_,_,_,PERIOD
_,_,_,He,had,been,speaking,PRP
_,_,He,had,been,speaking,of,VBD
_,He,had,been,speaking,of,this,VBN
He,had,been,speaking,of,this,archipelago,VBG
had,been,speaking,of,this,archipelago,COLON,IN
been,speaking,of,this,archipelago,COLON,DBQ,DT
speaking,of,this,archipelago,COLON,DBQ,Even,NN
of,this,archipelago,COLON,DBQ,Even,when,COLON
this,archipelago,COLON,DBQ,Even,when,the,DBQ
archipelago,COLON,DBQ,Even,when,the,islands,RB
COLON,DBQ,Even,when,the,islands,were,WRB
DBQ,Even,when,the,islands,were,under,DT
Even,when,the,islands,were,under,German,NNS
when,the,islands,were,under,German,mandate,VBD
the,islands,were,under,German,mandate,before,IN
islands,were,under,German,mandate,before,World,JJ
were,under,German,mandate,before,World,War,NN
under,German,mandate,before,World,War,1,IN
German,mandate,before,World,War,1,COMMA,NNP
mandate,before,World,War,1,COMMA,COMMA,NNP
before,World,War,1,COMMA,COMMA,Europeans,CD
World,War,1,COMMA,COMMA,Europeans,gave,COMMA
War,1,COMMA,COMMA,Europeans,gave,Eromonga,COMMA
1,COMMA,COMMA,Europeans,gave,Eromonga,a,NNPS
COMMA,COMMA,Europeans,gave,Eromonga,a,wide,VBD
COMMA,Europeans,gave,Eromonga,a,wide,berth,NNPS
Europeans,gave,Eromonga,a,wide,berth,PERIOD,DT
